"time","SineVoltage1.v","resistor.v","thermalConductor.dT"
0.964,-49.33956740886394,-49.33956740886394,0.4866417622140349
0.966,-46.64156418285208,-46.64156418285208,0.4348979656441007
0.968,-43.93619571316958,-43.93619571316958,0.3859289176197331
0.97,-41.22388920885943,-41.22388920885943,0.3397663671166399
0.972,-38.50507297456072,-38.50507297456072,0.2964402521321651
0.974,-35.78017634287455,-35.78017634287455,0.2559786787414698
0.976,-33.04962960656669,-33.04962960656669,0.2184079014148494
0.978,-30.31386395062049,-30.31386395062049,0.1837523046138947
0.98,-27.57331138414702,-27.57331138414702,0.1520343856829963
0.982,-24.82840467216604,-24.82840467216604,0.1232747390516791
0.984,-22.07957726726732,-22.07957726726732,0.09749204176203861
0.986,-19.32726324116352,-19.32726324116352,0.07470304033441094
0.988,-16.5718972161452,-16.5718972161452,0.05492253898320785
0.99,-13.81391429644892,-13.81391429644892,0.03816338919365241
0.992,-11.05374999954945,-11.05374999954945,0.02443648066892041
0.994,-8.291840187385723,-8.291840187385723,0.0137507336559529
0.996,-5.528620997534346,-5.528620997534346,0.006113092656973701
0.998,-2.764528774337651,-2.764528774337651,0.001528521532450092
1,-5.38826795681846e-14,-5.38826795681846e-14,5.806686314895316e-31
1,-5.38826795681846e-14,-5.38826795681846e-14,5.806686314895316e-31
