"time","A","T0","T_inf","c_p","h","m","der(T)","T"
0.816,1,100,0,4200,767,1,-16.10962580274739,88.21437858088532
0.818,1,100,0,4200,767,1,-16.10374278305235,88.18216387069084
0.82,1,100,0,4200,767,1,-16.09786192655869,88.14996100592764
0.822,1,100,0,4200,767,1,-16.0919832332664,88.11776998659568
0.824,1,100,0,4200,767,1,-16.08610670317548,88.08559081269497
0.826,1,100,0,4200,767,1,-16.08023233628595,88.05342348422553
0.828,1,100,0,4200,767,1,-16.07436013259779,88.02126800118734
0.83,1,100,0,4200,767,1,-16.06849009211099,87.9891243635804
0.832,1,100,0,4200,767,1,-16.06262221482558,87.95699257140473
0.834,1,100,0,4200,767,1,-16.05675650074154,87.9248726246603
0.836,1,100,0,4200,767,1,-16.05089294985887,87.89276452334714
0.838,1,100,0,4200,767,1,-16.04503148860692,87.86066786460115
0.84,1,100,0,4200,767,1,-16.03917192066088,87.82858157337118
0.842,1,100,0,4200,767,1,-16.03331449331899,87.7965070038328
0.844,1,100,0,4200,767,1,-16.02745920658125,87.76444415598598
0.846,1,100,0,4200,767,1,-16.02160606044767,87.73239302983076
0.848,1,100,0,4200,767,1,-16.01575505491823,87.70035362536711
0.85,1,100,0,4200,767,1,-16.00990618999296,87.66832594259506
0.852,1,100,0,4200,767,1,-16.00405946567183,87.63630998151457
0.854,1,100,0,4200,767,1,-15.99821488195486,87.60430574212567
0.856,1,100,0,4200,767,1,-15.99237243884204,87.57231322442836
0.858,1,100,0,4200,767,1,-15.98653213633337,87.54033242842263
0.86,1,100,0,4200,767,1,-15.98069397442886,87.50836335410848
0.862,1,100,0,4200,767,1,-15.9748579531285,87.47640600148591
0.864,1,100,0,4200,767,1,-15.96902407243229,87.44446037055491
0.866,1,100,0,4200,767,1,-15.96319233234024,87.41252646131551
0.868,1,100,0,4200,767,1,-15.95736273285234,87.38060427376769
0.87,1,100,0,4200,767,1,-15.95153527396859,87.34869380791145
0.872,1,100,0,4200,767,1,-15.945709955689,87.31679506374678
0.874,1,100,0,4200,767,1,-15.93988677801356,87.28490804127371
0.876,1,100,0,4200,767,1,-15.93406574094227,87.25303274049222
0.878,1,100,0,4200,767,1,-15.92824684447514,87.22116916140232
0.88,1,100,0,4200,767,1,-15.92243008861216,87.18931730400398
0.882,1,100,0,4200,767,1,-15.91661547335333,87.15747716829723
0.884,1,100,0,4200,767,1,-15.91080299869865,87.12564875428207
0.886,1,100,0,4200,767,1,-15.90499266464813,87.09383206195849
0.888,1,100,0,4200,767,1,-15.89918447120177,87.06202709132648
0.89,1,100,0,4200,767,1,-15.89337841835955,87.03023384238607
0.892,1,100,0,4200,767,1,-15.88757450612149,86.99845231513724
0.894,1,100,0,4200,767,1,-15.88177273448758,86.96668250957998
0.896,1,100,0,4200,767,1,-15.87597305086771,86.93492413773713
0.898,1,100,0,4200,767,1,-15.87017535323502,86.90317664092186
0.9,1,100,0,4200,767,1,-15.86437977547443,86.87144075227197
0.902,1,100,0,4200,767,1,-15.85858631689998,86.83971646803117
0.904,1,100,0,4200,767,1,-15.8527949768257,86.80800378444323
0.906,1,100,0,4200,767,1,-15.84700575456563,86.77630269775185
0.908,1,100,0,4200,767,1,-15.84121864943381,86.74461320420079
0.91,1,100,0,4200,767,1,-15.83543366074426,86.71293530003378
0.912,1,100,0,4200,767,1,-15.82965078781102,86.68126898149454
0.914,1,100,0,4200,767,1,-15.82387002994814,86.64961424482685
0.916,1,100,0,4200,767,1,-15.81809138646964,86.61797108627441
0.918,1,100,0,4200,767,1,-15.81231485668955,86.58633950208096
0.92,1,100,0,4200,767,1,-15.80654043992191,86.55471948849025
0.922,1,100,0,4200,767,1,-15.80076813548076,86.52311104174601
0.924,1,100,0,4200,767,1,-15.79499794268013,86.49151415809199
0.926,1,100,0,4200,767,1,-15.78922986083406,86.4599288337719
0.928,1,100,0,4200,767,1,-15.78346388925658,86.42835506502949
0.93,1,100,0,4200,767,1,-15.77770002726172,86.39679284810852
0.932,1,100,0,4200,767,1,-15.77193827416353,86.36524217925269
0.934,1,100,0,4200,767,1,-15.76617862927603,86.33370305470575
0.936,1,100,0,4200,767,1,-15.76042109191326,86.30217547071148
0.938,1,100,0,4200,767,1,-15.75466566138926,86.27065942351354
0.94,1,100,0,4200,767,1,-15.74891233701805,86.2391549093557
0.942,1,100,0,4200,767,1,-15.74316111811369,86.20766192448173
0.944,1,100,0,4200,767,1,-15.73741200399019,86.1761804651353
0.946,1,100,0,4200,767,1,-15.73166499396159,86.14471052756021
0.948,1,100,0,4200,767,1,-15.72592008734194,86.11325210800017
0.95,1,100,0,4200,767,1,-15.72017728344526,86.08180520269893
0.952,1,100,0,4200,767,1,-15.71443658158559,86.05036980790021
0.954,1,100,0,4200,767,1,-15.70869798107696,86.01894591984774
0.956,1,100,0,4200,767,1,-15.70296148123341,85.98753353478527
0.958,1,100,0,4200,767,1,-15.69722708136897,85.95613264895654
0.96,1,100,0,4200,767,1,-15.69149478079768,85.9247432586053
0.962,1,100,0,4200,767,1,-15.68576457883358,85.89336535997526
0.964,1,100,0,4200,767,1,-15.68003647479069,85.86199894931016
0.966,1,100,0,4200,767,1,-15.67431046798306,85.83064402285378
0.968,1,100,0,4200,767,1,-15.66858655772471,85.79930057684977
0.97,1,100,0,4200,767,1,-15.66286474332968,85.76796860754195
0.972,1,100,0,4200,767,1,-15.65714502411202,85.73664811117402
0.974,1,100,0,4200,767,1,-15.65142739938574,85.70533908398973
0.976,1,100,0,4200,767,1,-15.64571186846489,85.6740415222328
0.978,1,100,0,4200,767,1,-15.63999843066351,85.64275542214698
0.98,1,100,0,4200,767,1,-15.63428708529562,85.61148077997601
0.982,1,100,0,4200,767,1,-15.62857783167526,85.58021759196362
0.984,1,100,0,4200,767,1,-15.62287066911647,85.54896585435353
0.986,1,100,0,4200,767,1,-15.61716559693327,85.5177255633895
0.988,1,100,0,4200,767,1,-15.61146261443972,85.48649671531527
0.99,1,100,0,4200,767,1,-15.60576172094983,85.45527930637458
0.992,1,100,0,4200,767,1,-15.60006291577766,85.42407333281115
0.994,1,100,0,4200,767,1,-15.59436619823721,85.39287879086869
0.996,1,100,0,4200,767,1,-15.58867156764255,85.361695676791
0.998,1,100,0,4200,767,1,-15.58297902330769,85.33052398682179
1,1,100,0,4200,767,1,-15.57728856454668,85.29936371720478
1,1,100,0,4200,767,1,-15.57728856454668,85.29936371720478
