"time","control","der(waterLevel)","error","waterLevel"
0.654,-0.1039929191568075,-0.1039929191568075,-0.1039929191568075,0.1039929191568075
0.656,-0.1037851401472313,-0.1037851401472313,-0.1037851401472313,0.1037851401472313
0.658,-0.103577776349705,-0.103577776349705,-0.103577776349705,0.103577776349705
0.66,-0.1033708269414188,-0.1033708269414188,-0.1033708269414188,0.1033708269414188
0.662,-0.1031642911014353,-0.1031642911014353,-0.1031642911014353,0.1031642911014353
0.664,-0.102958168010689,-0.102958168010689,-0.102958168010689,0.102958168010689
0.666,-0.1027524568519866,-0.1027524568519866,-0.1027524568519866,0.1027524568519866
0.668,-0.1025471568100066,-0.1025471568100066,-0.1025471568100066,0.1025471568100066
0.67,-0.1023422670712997,-0.1023422670712997,-0.1023422670712997,0.1023422670712997
0.672,-0.1021377868242889,-0.1021377868242889,-0.1021377868242889,0.1021377868242889
0.674,-0.101933715259269,-0.101933715259269,-0.101933715259269,0.101933715259269
0.676,-0.1017300515684068,-0.1017300515684068,-0.1017300515684068,0.1017300515684068
0.678,-0.1015267949457414,-0.1015267949457414,-0.1015267949457414,0.1015267949457414
0.68,-0.1013239443241151,-0.1013239443241151,-0.1013239443241151,0.1013239443241151
0.682,-0.1011214972791215,-0.1011214972791215,-0.1011214972791215,0.1011214972791215
0.684,-0.1009194546913742,-0.1009194546913742,-0.1009194546913742,0.1009194546913742
0.686,-0.1007178157538555,-0.1007178157538555,-0.1007178157538555,0.1007178157538555
0.688,-0.1005165796612769,-0.1005165796612769,-0.1005165796612769,0.1005165796612769
0.69,-0.1003157456100785,-0.1003157456100785,-0.1003157456100785,0.1003157456100785
0.692,-0.1001153127984298,-0.1001153127984298,-0.1001153127984298,0.1001153127984298
0.694,-0.09991528042622877,-0.09991528042622877,-0.09991528042622877,0.09991528042622877
0.696,-0.09971564769510277,-0.09971564769510277,-0.09971564769510277,0.09971564769510277
0.698,-0.09951641380840789,-0.09951641380840789,-0.09951641380840789,0.09951641380840789
0.7,-0.09931757797122925,-0.09931757797122925,-0.09931757797122925,0.09931757797122925
0.702,-0.0991191393903809,-0.0991191393903809,-0.0991191393903809,0.0991191393903809
0.704,-0.09892109727440587,-0.09892109727440587,-0.09892109727440587,0.09892109727440587
0.706,-0.09872345083357617,-0.09872345083357617,-0.09872345083357617,0.09872345083357617
0.708,-0.0985261992798927,-0.0985261992798927,-0.0985261992798927,0.0985261992798927
0.71,-0.09832934182708543,-0.09832934182708543,-0.09832934182708543,0.09832934182708543
0.712,-0.09813287769061316,-0.09813287769061316,-0.09813287769061316,0.09813287769061316
0.714,-0.09793680608766378,-0.09793680608766378,-0.09793680608766378,0.09793680608766378
0.716,-0.09774112623715404,-0.09774112623715404,-0.09774112623715404,0.09774112623715404
0.718,-0.09754583735972971,-0.09754583735972971,-0.09754583735972971,0.09754583735972971
0.72,-0.09735093867776551,-0.09735093867776551,-0.09735093867776551,0.09735093867776551
0.722,-0.09715642941536509,-0.09715642941536509,-0.09715642941536509,0.09715642941536509
0.724,-0.09696230879836107,-0.09696230879836107,-0.09696230879836107,0.09696230879836107
0.726,-0.09676857605431508,-0.09676857605431508,-0.09676857605431508,0.09676857605431508
0.728,-0.09657523041251764,-0.09657523041251764,-0.09657523041251764,0.09657523041251764
0.73,-0.09638227110398828,-0.09638227110398828,-0.09638227110398828,0.09638227110398828
0.732,-0.09618969736147545,-0.09618969736147545,-0.09618969736147545,0.09618969736147545
0.734,-0.0959975084194566,-0.0959975084194566,-0.0959975084194566,0.0959975084194566
0.736,-0.09580570351413814,-0.09580570351413814,-0.09580570351413814,0.09580570351413814
0.738,-0.09561428188345542,-0.09561428188345542,-0.09561428188345542,0.09561428188345542
0.74,-0.09542324276707273,-0.09542324276707273,-0.09542324276707273,0.09542324276707273
0.742,-0.09523258540638335,-0.09523258540638335,-0.09523258540638335,0.09523258540638335
0.744,-0.09504230904450954,-0.09504230904450954,-0.09504230904450954,0.09504230904450954
0.746,-0.09485241292630248,-0.09485241292630248,-0.09485241292630248,0.09485241292630248
0.748,-0.09466289629834235,-0.09466289629834235,-0.09466289629834235,0.09466289629834235
0.75,-0.09447375840893822,-0.09447375840893822,-0.09447375840893822,0.09447375840893822
0.752,-0.09428499850812821,-0.09428499850812821,-0.09428499850812821,0.09428499850812821
0.754,-0.09409661584767932,-0.09409661584767932,-0.09409661584767932,0.09409661584767932
0.756,-0.09390860916297772,-0.09390860916297772,-0.09390860916297772,0.09390860916297772
0.758,-0.09372097727804907,-0.09372097727804907,-0.09372097727804907,0.09372097727804907
0.76,-0.0935337202601091,-0.0935337202601091,-0.0935337202601091,0.0935337202601091
0.762,-0.09334683736196905,-0.09334683736196905,-0.09334683736196905,0.09334683736196905
0.764,-0.0931603278380687,-0.0931603278380687,-0.0931603278380687,0.0931603278380687
0.766,-0.0929741909444765,-0.0929741909444765,-0.0929741909444765,0.0929741909444765
0.768,-0.0927884259388894,-0.0927884259388894,-0.0927884259388894,0.0927884259388894
0.77,-0.09260303208063307,-0.09260303208063307,-0.09260303208063307,0.09260303208063307
0.772,-0.0924180086306617,-0.0924180086306617,-0.0924180086306617,0.0924180086306617
0.774,-0.09223335485155808,-0.09223335485155808,-0.09223335485155808,0.09223335485155808
0.776,-0.09204907000753364,-0.09204907000753364,-0.09204907000753364,0.09204907000753364
0.778,-0.09186515336442841,-0.09186515336442841,-0.09186515336442841,0.09186515336442841
0.78,-0.09168160418971093,-0.09168160418971093,-0.09168160418971093,0.09168160418971093
0.782,-0.09149842175247844,-0.09149842175247844,-0.09149842175247844,0.09149842175247844
0.784,-0.09131560532345678,-0.09131560532345678,-0.09131560532345678,0.09131560532345678
0.786,-0.0911331541750003,-0.0911331541750003,-0.0911331541750003,0.0911331541750003
0.788,-0.09095106758109202,-0.09095106758109202,-0.09095106758109202,0.09095106758109202
0.79,-0.09076934481734357,-0.09076934481734357,-0.09076934481734357,0.09076934481734357
0.792,-0.09058798516099512,-0.09058798516099512,-0.09058798516099512,0.09058798516099512
0.794,-0.09040698789091547,-0.09040698789091547,-0.09040698789091547,0.09040698789091547
0.796,-0.09022635228760205,-0.09022635228760205,-0.09022635228760205,0.09022635228760205
0.798,-0.09004607763318082,-0.09004607763318082,-0.09004607763318082,0.09004607763318082
0.8,-0.08986616321140641,-0.08986616321140641,-0.08986616321140641,0.08986616321140641
0.802,-0.08968660830766204,-0.08968660830766204,-0.08968660830766204,0.08968660830766204
0.804,-0.08950741220895944,-0.08950741220895944,-0.08950741220895944,0.08950741220895944
0.806,-0.08932857420393905,-0.08932857420393905,-0.08932857420393905,0.08932857420393905
0.808,-0.08915009358286989,-0.08915009358286989,-0.08915009358286989,0.08915009358286989
0.81,-0.0889719696376495,-0.0889719696376495,-0.0889719696376495,0.0889719696376495
0.812,-0.0887942016618041,-0.0887942016618041,-0.0887942016618041,0.0887942016618041
0.814,-0.0886167889504885,-0.0886167889504885,-0.0886167889504885,0.0886167889504885
0.816,-0.08843973080048609,-0.08843973080048609,-0.08843973080048609,0.08843973080048609
0.818,-0.08826302651020884,-0.08826302651020884,-0.08826302651020884,0.08826302651020884
0.82,-0.08808667537969735,-0.08808667537969735,-0.08808667537969735,0.08808667537969735
0.822,-0.08791067671062082,-0.08791067671062082,-0.08791067671062082,0.08791067671062082
0.824,-0.08773502980627701,-0.08773502980627701,-0.08773502980627701,0.08773502980627701
0.826,-0.08755973397159235,-0.08755973397159235,-0.08755973397159235,0.08755973397159235
0.828,-0.08738478851312183,-0.08738478851312183,-0.08738478851312183,0.08738478851312183
0.83,-0.08721019273904902,-0.08721019273904902,-0.08721019273904902,0.08721019273904902
0.832,-0.08703594485778393,-0.08703594485778393,-0.08703594485778393,0.08703594485778393
0.834,-0.08686204448052286,-0.08686204448052286,-0.08686204448052286,0.08686204448052286
0.836,-0.08668849154389559,-0.08668849154389559,-0.08668849154389559,0.08668849154389559
0.838,-0.08651528535512572,-0.08651528535512572,-0.08651528535512572,0.08651528535512572
0.84,-0.08634242522293827,-0.08634242522293827,-0.08634242522293827,0.08634242522293827
0.842,-0.08616991045755963,-0.08616991045755963,-0.08616991045755963,0.08616991045755963
0.844,-0.08599774037071756,-0.08599774037071756,-0.08599774037071756,0.08599774037071756
0.846,-0.08582591427564119,-0.08582591427564119,-0.08582591427564119,0.08582591427564119
0.848,-0.08565443148706108,-0.08565443148706108,-0.08565443148706108,0.08565443148706108
0.85,-0.08548329132120916,-0.08548329132120916,-0.08548329132120916,0.08548329132120916
0.852,-0.08531249309581866,-0.08531249309581866,-0.08531249309581866,0.08531249309581866
0.854,-0.08514203613012433,-0.08514203613012433,-0.08514203613012433,0.08514203613012433
0.856,-0.08497191974486221,-0.08497191974486221,-0.08497191974486221,0.08497191974486221
0.858,-0.08480214326226973,-0.08480214326226973,-0.08480214326226973,0.08480214326226973
0.86,-0.08463270600608575,-0.08463270600608575,-0.08463270600608575,0.08463270600608575
0.862,-0.08446360730155045,-0.08446360730155045,-0.08446360730155045,0.08446360730155045
0.864,-0.08429484647540544,-0.08429484647540544,-0.08429484647540544,0.08429484647540544
0.866,-0.08412642285589368,-0.08412642285589368,-0.08412642285589368,0.08412642285589368
0.868,-0.08395833577275956,-0.08395833577275956,-0.08395833577275956,0.08395833577275956
0.87,-0.0837905845572488,-0.0837905845572488,-0.0837905845572488,0.0837905845572488
0.872,-0.08362316854210852,-0.08362316854210852,-0.08362316854210852,0.08362316854210852
0.874,-0.08345608706158722,-0.08345608706158722,-0.08345608706158722,0.08345608706158722
0.876,-0.08328933945143482,-0.08328933945143482,-0.08328933945143482,0.08328933945143482
0.878,-0.08312292504890256,-0.08312292504890256,-0.08312292504890256,0.08312292504890256
0.88,-0.08295684319274312,-0.08295684319274312,-0.08295684319274312,0.08295684319274312
0.882,-0.08279109322321052,-0.08279109322321052,-0.08279109322321052,0.08279109322321052
0.884,-0.08262567448206017,-0.08262567448206017,-0.08262567448206017,0.08262567448206017
0.886,-0.08246058631254889,-0.08246058631254889,-0.08246058631254889,0.08246058631254889
0.888,-0.08229582805943486,-0.08229582805943486,-0.08229582805943486,0.08229582805943486
0.89,-0.08213139906897764,-0.08213139906897764,-0.08213139906897764,0.08213139906897764
0.892,-0.08196729868893818,-0.08196729868893818,-0.08196729868893818,0.08196729868893818
0.894,-0.08180352626857883,-0.08180352626857883,-0.08180352626857883,0.08180352626857883
0.896,-0.08164008115866327,-0.08164008115866327,-0.08164008115866327,0.08164008115866327
0.898,-0.08147696271145662,-0.08147696271145662,-0.08147696271145662,0.08147696271145662
0.9,-0.08131417028072535,-0.08131417028072535,-0.08131417028072535,0.08131417028072535
0.902,-0.08115170322173734,-0.08115170322173734,-0.08115170322173734,0.08115170322173734
0.904,-0.08098956089126182,-0.08098956089126182,-0.08098956089126182,0.08098956089126182
0.906,-0.08082774264756944,-0.08082774264756944,-0.08082774264756944,0.08082774264756944
0.908,-0.08066624653420715,-0.08066624653420715,-0.08066624653420715,0.08066624653420715
0.91,-0.08050507289893465,-0.08050507289893465,-0.08050507289893465,0.08050507289893465
0.912,-0.08034422128211732,-0.08034422128211732,-0.08034422128211732,0.08034422128211732
0.914,-0.08018369104168424,-0.08018369104168424,-0.08018369104168424,0.08018369104168424
0.916,-0.08002348153695829,-0.08002348153695829,-0.08002348153695829,0.08002348153695829
0.918,-0.07986359212865614,-0.07986359212865614,-0.07986359212865614,0.07986359212865614
0.92,-0.07970402217888825,-0.07970402217888825,-0.07970402217888825,0.07970402217888825
0.922,-0.07954477105115892,-0.07954477105115892,-0.07954477105115892,0.07954477105115892
0.924,-0.07938583811036624,-0.07938583811036624,-0.07938583811036624,0.07938583811036624
0.926,-0.07922722272280212,-0.07922722272280212,-0.07922722272280212,0.07922722272280212
0.928,-0.07906892425615226,-0.07906892425615226,-0.07906892425615226,0.07906892425615226
0.93,-0.07891094207949619,-0.07891094207949619,-0.07891094207949619,0.07891094207949619
0.932,-0.07875327556330716,-0.07875327556330716,-0.07875327556330716,0.07875327556330716
0.934,-0.07859592407945239,-0.07859592407945239,-0.07859592407945239,0.07859592407945239
0.936,-0.07843888700119273,-0.07843888700119273,-0.07843888700119273,0.07843888700119273
0.938,-0.07828216370318296,-0.07828216370318296,-0.07828216370318296,0.07828216370318296
0.94,-0.07812575356147161,-0.07812575356147161,-0.07812575356147161,0.07812575356147161
0.942,-0.07796965595350103,-0.07796965595350103,-0.07796965595350103,0.07796965595350103
0.944,-0.07781387025810735,-0.07781387025810735,-0.07781387025810735,0.07781387025810735
0.946,-0.07765839585552055,-0.07765839585552055,-0.07765839585552055,0.07765839585552055
0.948,-0.07750323212736439,-0.07750323212736439,-0.07750323212736439,0.07750323212736439
0.95,-0.07734837845665644,-0.07734837845665644,-0.07734837845665644,0.07734837845665644
0.952,-0.07719383422780808,-0.07719383422780808,-0.07719383422780808,0.07719383422780808
0.954,-0.07703959882662451,-0.07703959882662451,-0.07703959882662451,0.07703959882662451
0.956,-0.07688567164030467,-0.07688567164030467,-0.07688567164030467,0.07688567164030467
0.958,-0.07673205205744141,-0.07673205205744141,-0.07673205205744141,0.07673205205744141
0.96,-0.0765787394680213,-0.0765787394680213,-0.0765787394680213,0.0765787394680213
0.962,-0.07642573326342472,-0.07642573326342472,-0.07642573326342472,0.07642573326342472
0.964,-0.07627303283642595,-0.07627303283642595,-0.07627303283642595,0.07627303283642595
0.966,-0.07612063758119296,-0.07612063758119296,-0.07612063758119296,0.07612063758119296
0.968,-0.07596854689328759,-0.07596854689328759,-0.07596854689328759,0.07596854689328759
0.97,-0.07581676016966549,-0.07581676016966549,-0.07581676016966549,0.07581676016966549
0.972,-0.07566527680867603,-0.07566527680867603,-0.07566527680867603,0.07566527680867603
0.974,-0.07551409621006253,-0.07551409621006253,-0.07551409621006253,0.07551409621006253
0.976,-0.07536321777496199,-0.07536321777496199,-0.07536321777496199,0.07536321777496199
0.978,-0.07521264090590528,-0.07521264090590528,-0.07521264090590528,0.07521264090590528
0.98,-0.07506236500681707,-0.07506236500681707,-0.07506236500681707,0.07506236500681707
0.982,-0.07491238936048701,-0.07491238936048701,-0.07491238936048701,0.07491238936048701
0.984,-0.07476271253197014,-0.07476271253197014,-0.07476271253197014,0.07476271253197014
0.986,-0.07461333477433284,-0.07461333477433284,-0.07461333477433284,0.07461333477433284
0.988,-0.07446425549052955,-0.07446425549052955,-0.07446425549052955,0.07446425549052955
0.99,-0.07431547408471442,-0.07431547408471442,-0.07431547408471442,0.07431547408471442
0.992,-0.07416698996223886,-0.07416698996223886,-0.07416698996223886,0.07416698996223886
0.994,-0.07401880252964894,-0.07401880252964894,-0.07401880252964894,0.07401880252964894
0.996,-0.07387091119468306,-0.07387091119468306,-0.07387091119468306,0.07387091119468306
0.998,-0.07372331536626928,-0.07372331536626928,-0.07372331536626928,0.07372331536626928
1,-0.07357601445452283,-0.07357601445452283,-0.07357601445452283,0.07357601445452283
1,-0.07357601445452283,-0.07357601445452283,-0.07357601445452283,0.07357601445452283
