"time","FixedPoint","MAX","MIN","Nbit","Ts","Yfp","alfa","m","nInput","scaleFactor","tin","yfin","yin","y"
20.46,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.9854200000000001
20.52,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.98848
20.58,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.9911799999999999
20.64,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.9935200000000001
20.7,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.9954999999999999
20.76,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.99712
20.82,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.99838
20.88,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.9992799999999999
20.94,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,0.99982
21,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.06,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.12,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.18,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.24,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.3,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.36,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.42,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.48,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.54,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.6,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.66,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.72,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.78,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.84,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.9,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
21.96,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.02,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.08,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.14,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.2,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.26,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.32,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.38,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.44,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.5,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.56,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.62,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.68,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.74,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.8,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.86,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.92,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
22.98,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.04,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.1,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.16,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.22,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.28,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.34,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.4,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.46,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.52,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.58,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.64,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.7,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.76,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.82,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.88,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
23.94,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.06,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.12,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.18,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.24,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.3,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.36,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.42,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.48,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.54,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.6,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.66,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.72,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.78,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.84,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.9,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
24.96,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.02,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.08,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.14,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.2,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.26,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.32,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.38,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.44,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.5,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.56,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.62,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.68,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.74,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.8,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.86,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.92,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
25.98,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.04,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.1,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.16,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.22,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.28,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.34,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.4,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.46,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.52,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.58,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.64,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.7,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.76,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.82,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.88,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
26.94,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.06,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.12,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.18,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.24,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.3,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.36,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.42,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.48,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.54,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.6,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.66,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.72,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.78,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.84,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.9,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
27.96,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.02,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.08,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.14,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.2,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.26,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.32,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.38,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.44,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.5,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.56,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.62,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.68,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.74,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.8,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.86,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.92,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
28.98,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.04,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.1,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.16,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.22,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.28,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.34,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.4,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.46,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.52,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.58,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.64,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.7,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.76,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.82,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.88,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
29.94,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
30,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
30,0,1,0,1,0.1,0,0.1,0.1,1,1,10,1,0,1
