"time","der(omega1)","der(omega2)","der(phi1)","der(phi2)","omega1","omega2","phi1","phi2"
0.38,-20.59968791734541,8.009884828996171,2.131188540184731,-1.624698536947295,2.131188540184731,-1.624698536947295,1.051728479660744,0.3709377749778572
0.382,-20.7759498616964,8.080465599880231,2.089812306954007,-1.608607900402969,2.089812306954007,-1.608607900402969,1.055949531150002,0.3677044490402595
0.384,-20.94879335799634,8.149377892133872,2.04808696624333,-1.592377770229604,2.04808696624333,-1.592377770229604,1.060087480250122,0.364503444258854
0.386,-21.11819693415501,8.216615083838452,2.006019377874436,-1.576011490451257,2.006019377874436,-1.576011490451257,1.064141636054676,0.3613350360549613
0.388,-21.2841397158592,8.282170839227829,1.963616444539662,-1.559512418205782,1.963616444539662,-1.559512418205782,1.068111321591108,0.3581994930643266
0.39,-21.44660128868128,8.346039042516315,1.92088510154835,-1.54288392061925,1.92088510154835,-1.54288392061925,1.071995870627725,0.3550970787150891
0.392,-21.60556191002723,8.408213898080216,1.877832329217104,-1.52612937806728,1.877832329217104,-1.52612937806728,1.075794632668139,0.3520280487995917
0.394,-21.7610025322193,8.468689940831178,1.834465153035446,-1.509252183988311,1.834465153035446,-1.509252183988311,1.079506973525604,0.3489926512089706
0.396,-21.91290464753483,8.527461961927356,1.790790632307386,-1.492255741446387,1.790790632307386,-1.492255741446387,1.083132271730519,0.3459911277065932
0.398,-22.06125035418465,8.584525039544269,1.746815863093563,-1.475143463727563,1.746815863093563,-1.475143463727563,1.08666992010867,0.3430237131714305
0.4,-22.20602235917328,8.639874539632205,1.702547977068012,-1.457918773783982,1.702547977068012,-1.457918773783982,1.090119325882301,0.3400906355642184
0.402,-22.34720390938061,8.693506082911011,1.657994136538918,-1.440585102738156,1.657994136538918,-1.440585102738156,1.093479909070135,0.3371921167158778
0.404,-22.4847787679303,8.745415533166533,1.613161531889602,-1.423145888980173,1.613161531889602,-1.423145888980173,1.096751101960622,0.334328372597152
0.406,-22.61873153667501,8.795599148350098,1.568057397516667,-1.405604581796684,1.568057397516667,-1.405604581796684,1.099932356787622,0.3314996096233184
0.408,-22.74904732895749,8.844053426066992,1.522688993045599,-1.387964636492938,1.522688993045599,-1.387964636492938,1.103023138008633,0.3287060284017885
0.41,-22.87571187210349,8.890775151198113,1.477063607512084,-1.370229515141374,1.477063607512084,-1.370229515141374,1.106022924766996,0.3259478225569316
0.412,-22.99871150967044,8.935761396369646,1.431188558186088,-1.352402686017689,1.431188558186088,-1.352402686017689,1.108931210978464,0.3232251787032439
0.414,-23.11803319211068,8.97900951705136,1.385071188948312,-1.33448762296382,1.385071188948312,-1.33448762296382,1.111747505138787,0.3205382765513464
0.416,-23.23366425094957,9.020517046284581,1.338718860302643,-1.316487803385075,1.338718860302643,-1.316487803385075,1.114471324918091,0.3178872914960649
0.418,-23.34559297551357,9.060281961501197,1.292138970395529,-1.2984067113107,1.292138970395529,-1.2984067113107,1.117102211081548,0.3152723880029862
0.42,-23.45380814076233,9.098302465036799,1.245338935510721,-1.280247833836772,1.245338935510721,-1.280247833836772,1.119639716151476,0.3126937250209813
0.422,-23.55829914002501,9.134577045099117,1.198326193934807,-1.262014661385543,1.198326193934807,-1.262014661385543,1.122083407636189,0.3101514544592861
0.424,-23.65905598662609,9.169104475948963,1.15110820475721,-1.243710687137582,1.15110820475721,-1.243710687137582,1.124432868101582,0.3076457211678114
0.426,-23.7560693155111,9.20188381808109,1.103692446670197,-1.225339406463916,1.103692446670197,-1.225339406463916,1.126687695242691,0.3051766629174533
0.428,-23.84933019146068,9.232914329768024,1.05608641156933,-1.206904316178228,1.05608641156933,-1.206904316178228,1.128847497238419,0.3027444125988952
0.43,-23.93883048620544,9.262195639320812,1.008297613447868,-1.188408914318345,1.008297613447868,-1.188408914318345,1.13091190198039,0.3003490938959417
0.432,-24.02456269542599,9.289727660659297,0.9603335822334147,-1.169856699406609,0.9603335822334147,-1.169856699406609,1.132880552641941,0.2979908233835417
0.434,-24.10651989432528,9.315510572387547,0.9122018613498553,-1.151251169839172,0.9122018613498553,-1.151251169839172,1.134753106626557,0.2956697110363474
0.436,-24.18469577830567,9.339544835871278,0.8639100075671888,-1.132595823354472,0.8639100075671888,-1.132595823354472,1.136529236591814,0.2933858597610926
0.438,-24.259084663972,9.361831195133364,0.8154655897847924,-1.113894156464794,0.8154655897847924,-1.113894156464794,1.138208630505762,0.2911393653840456
0.44,-24.32968137662574,9.382370625415398,0.7668761862683792,-1.095149664471553,0.7668761862683792,-1.095149664471553,1.139790988896045,0.28893031794129
0.442,-24.39648135909645,9.401164381838186,0.7181493849021844,-1.076365840342355,0.7181493849021844,-1.076365840342355,1.141276027573065,0.2867588004285498
0.444,-24.4594808279944,9.418214069508331,0.6692927840871592,-1.057546173344177,0.6692927840871592,-1.057546173344177,1.142663481525948,0.2846248870067211
0.446,-24.51867653497862,9.433521534994483,0.6203139882583775,-1.038694149707782,0.6203139882583775,-1.038694149707782,1.143953099049879,0.2825286457409497
0.448,-24.57406584857167,9.447088902769645,0.5712206077691817,-1.019813251643696,0.5712206077691817,-1.019813251643696,1.145144643801098,0.2804701376605442
0.45,-24.62564675454157,9.458918574825807,0.5220202576659837,-1.000906956776973,0.5220202576659837,-1.000906956776973,1.146237894837926,0.2784494167535587
0.452,-24.67341781099947,9.469013210055374,0.4727205563872766,-0.9819787380624999,0.4727205563872766,-0.9819787380624999,1.147232645527731,0.276466530481383
0.454,-24.71737803421635,9.477375672677539,0.4233291243466983,-0.9630320644355098,0.4233291243466983,-0.9630320644355098,1.148128700718911,0.2745215210889021
0.456,-24.7575273293728,9.484009224143085,0.3738535834281126,-0.9440703956793184,0.3738535834281126,-0.9440703956793184,1.148925887559583,0.2726144206570706
0.458,-24.79386609841772,9.488917347367968,0.3243015551034685,-0.9250971860254978,0.3243015551034685,-0.9250971860254978,1.149624045708678,0.2707452556049241
0.46,-24.82639535338067,9.492103796805717,0.2746806593966081,-0.9061158823902284,0.2746806593966081,-0.9061158823902284,1.150223030205074,0.268914045387356
0.462,-24.85511671613968,9.493572597787686,0.2249985136570398,-0.8871299238155718,0.2249985136570398,-0.8871299238155718,1.150722711493238,0.2671208024967517
0.464,-24.88003241818923,9.493328045863334,0.1752627313337137,-0.8681427409107426,0.1752627313337137,-0.8681427409107426,1.151122975448875,0.2653655324646206
0.466,-24.90114506184144,9.491374600951138,0.1254809234326123,-0.8491577592367511,0.1254809234326123,-0.8491577592367511,1.151423717350138,0.2636482366044379
0.468,-24.91845815651174,9.487717123241477,0.07566069125483287,-0.830178389879351,0.07566069125483287,-0.830178389879351,1.151624855519228,0.2619689058485138
0.47,-24.93197571855574,9.482360696198414,0.02580962966948531,-0.811208035500938,0.02580962966948531,-0.811208035500938,1.151726321198437,0.2603275253449637
0.472,-24.94170235340487,9.475310662217733,-0.02406467503915143,-0.7922500884203311,-0.02406467503915143,-0.7922500884203311,1.151728060666156,0.2587240735129093
0.474,-24.94764326556391,9.466572626477676,-0.07395464651292975,-0.773307929884959,-0.07395464651292975,-0.773307929884959,1.151630035522129,0.2571585219265697
0.476,-24.94980425777362,9.456152456012344,-0.1238527195392545,-0.7543849295221362,-0.1238527195392545,-0.7543849295221362,1.151432222697746,0.2556308353238486
0.478,-24.94819157943844,9.444056213191704,-0.1737513376659013,-0.7354844481557106,-0.1737513376659013,-0.7354844481557106,1.151134610591278,0.2541409733478769
0.48,-24.94281217087349,9.430290261445194,-0.2236429602812537,-0.7166098317854867,-0.2236429602812537,-0.7166098317854867,1.150737205378715,0.2526888877379382
0.482,-24.93367363005062,9.414861250228798,-0.2735200630585325,-0.6977644117622483,-0.2735200630585325,-0.6977644117622483,1.150240030190695,0.2512745227107397
0.484,-24.92078408586677,9.397776059314667,-0.3233751361646366,-0.6789515070498044,-0.3233751361646366,-0.6789515070498044,1.14964312188634,0.2498978164163692
0.486,-24.90415225225206,9.3790418217744,-0.3732006867934991,-0.6601744224495312,-0.3732006867934991,-0.6601744224495312,1.148946532476066,0.2485587003151912
0.488,-24.88378742674004,9.358665922794669,-0.4229892403713389,-0.6414364480648759,-0.4229892403713389,-0.6414364480648759,1.148150329116636,0.2472570991932445
0.49,-24.85969941140262,9.336655965190479,-0.4727333388480973,-0.6227408609832262,-0.4727333388480973,-0.6227408609832262,1.147254592082944,0.2459929320707596
0.492,-24.83189851958946,9.313019771724987,-0.5224255422092935,-0.6040909245070929,-0.5224255422092935,-0.6040909245070929,1.146259414975962,0.2447661121235782
0.494,-24.80039583409788,9.287765495282709,-0.572058439424591,-0.585489880204104,-0.572058439424591,-0.585489880204104,1.145164911483314,0.2435765437121096
0.496,-24.7652029181001,9.260901494298102,-0.6216246388572088,-0.5669409555869728,-0.6216246388572088,-0.5669409555869728,1.143971207877972,0.242424125705782
0.498,-24.72633190261352,9.23243636970564,-0.6711167728057758,-0.5484473610388967,-0.6711167728057758,-0.5484473610388967,1.142678445330167,0.2413087504757323
0.5,-24.68379548449476,9.202378963508261,-0.7205274986879555,-0.53001228929452,-0.7205274986879555,-0.53001228929452,1.141286779887431,0.2402303039168323
0.502,-24.63760690595882,9.170738349538949,-0.7698494992711828,-0.5116389155673386,-0.7698494992711828,-0.5116389155673386,1.13979638196641,0.2391886656823833
0.504,-24.58777977534971,9.137523757140738,-0.8190754747155362,-0.4933304032317903,-0.8190754747155362,-0.4933304032317903,1.138207431649518,0.2381837112461873
0.506,-24.53432854559315,9.102744772760287,-0.8681981685382496,-0.4750898864927414,-0.8681981685382496,-0.4750898864927414,1.136520131361794,0.2372153063939428
0.508,-24.47726810649613,9.066411167083935,-0.9172103478726064,-0.4569204840618872,-0.9172103478726064,-0.4569204840618872,1.134734695129881,0.2362833119152811
0.51,-24.41661389552261,9.028532941263741,-0.9661048104685659,-0.4388252946924302,-0.9661048104685659,-0.4388252946924302,1.13285135154248,0.2353875823275464
0.512,-24.35238189523149,8.989120325250974,-1.014874385847712,-0.4208073966794955,-1.014874385847712,-0.4208073966794955,1.1308703437157,0.2345279659042236
0.514,-24.28458863071469,8.948183776129598,-1.063511936458196,-0.4028698473605478,-1.063511936458196,-0.4028698473605478,1.128791929258402,0.2337043047033653
0.516,-24.21325098967196,8.905733902729734,-1.112010346984808,-0.3850156900563602,-1.112010346984808,-0.3850156900563602,1.126616375480397,0.2329164366390816
0.518,-24.13838658131338,8.861781614201879,-1.160362549643676,-0.3672479384076516,-1.160362549643676,-0.3672479384076516,1.124343969052821,0.2321641913462248
0.52,-24.06001352430035,8.816338031274084,-1.208561511346333,-0.3495695846641007,-1.208561511346333,-0.3495695846641007,1.121975010354449,0.2314473926220317
0.522,-23.97815043442058,8.769414480527503,-1.256600234202655,-0.3319835995943335,-1.256600234202655,-0.3319835995943335,1.119509813175185,0.2307658585670129
0.524,-23.89281644898946,8.72102250393705,-1.30447175847651,-0.3144929308551978,-1.30447175847651,-0.3144929308551978,1.116948705404609,0.230119401302786
0.526,-23.80403122375538,8.671173856983485,-1.352169163705128,-0.2971005025145279,-1.352169163705128,-0.2971005025145279,1.114292028983028,0.2295078270066393
0.528,-23.7118148275889,8.619880465037168,-1.399685561328309,-0.2798092196235316,-1.399685561328309,-0.2798092196235316,1.111540137067705,0.2289309371243851
0.53,-23.61618785959122,8.567154470541388,-1.447014105791979,-0.2626219618013444,-1.447014105791979,-0.2626219618013444,1.108693397258799,0.2283885270192889
0.532,-23.51717153172947,8.51300826612246,-1.49414800278837,-0.2455415785226053,-1.49414800278837,-0.2455415785226053,1.105752193886109,0.2278803850183868
0.534,-23.4147874934668,8.457454422372891,-1.541080496066061,-0.2285708971508672,-1.541080496066061,-0.2285708971508672,1.102716923266554,0.2274062944329397
0.536,-23.30905788957696,8.400505710828792,-1.587804873608525,-0.2117127194523525,-1.587804873608525,-0.2117127194523525,1.099587995314689,0.2269660328908693
0.538,-23.20000535654314,8.34217510187519,-1.634314468711433,-0.1949698211437367,-1.634314468711433,-0.1949698211437367,1.09636583347996,0.2265593723771605
0.54,-23.08765297600643,8.282475745469833,-1.6806026567182,-0.1783449539161364,-1.6806026567182,-0.1783449539161364,1.093050873493683,0.226186079769775
0.542,-22.97202420744163,8.221420943557266,-1.726662849655652,-0.1618408486567002,-1.726662849655652,-0.1618408486567002,1.089643561540349,0.2258459176152175
0.544,-22.85314318771738,8.159024269248235,-1.772488527957282,-0.1454601975183202,-1.772488527957282,-0.1454601975183202,1.086144362596384,0.2255386406714074
0.546,-22.73103443980827,8.09529944964123,-1.818073212458903,-0.1292056700533333,-1.818073212458903,-0.1292056700533333,1.082553752394757,0.2252639992670822
0.548,-22.60572295331465,8.030260397378825,-1.863410473979561,-0.1130799079115064,-1.863410473979561,-0.1130799079115064,1.078872219693479,0.2250217383717084
0.55,-22.47723418038394,7.963921208361969,-1.908493934350567,-0.09708552441534711,-1.908493934350567,-0.09708552441534711,1.075100266199629,0.2248115976413912
0.552,-22.34559403163202,7.896296159464296,-1.953317267444543,-0.08122510413541539,-1.953317267444543,-0.08122510413541539,1.071238406493389,0.2246333114647857
0.554,-22.21082868552416,7.827399633332534,-1.997874177594013,-0.065501214938103,-1.997874177594013,-0.065501214938103,1.067287162684941,0.2244866111630465
0.556,-22.07296501634741,7.757246284978548,-2.042158452989058,-0.04991637867314248,-2.042158452989058,-0.04991637867314248,1.063247076537817,0.2243712200467123
0.558,-21.93203024795995,7.685850905747301,-2.086163925231914,-0.03447309362722664,-2.086163925231914,-0.03447309362722664,1.05911869973141,0.2242868574127811
0.56,-21.78805203794489,7.613228455519009,-2.129884481060606,-0.01917382819992181,-2.129884481060606,-0.01917382819992181,1.054902596276328,0.2242332375717741
0.562,-21.64105847502969,7.539394061008958,-2.173314063559559,-0.004021020378818439,-2.173314063559559,-0.004021020378818439,1.050599342480714,0.2242100698763478
0.564,-21.49107807456164,7.464363013307548,-2.216446673134585,0.01098292265534495,-2.216446673134585,0.01098292265534495,1.046209526861684,0.2242170587723528
0.566,-21.33813966054504,7.388150722273577,-2.259276352115619,0.02583561613858528,-2.259276352115619,0.02583561613858528,1.041733746785612,0.2242539051611706
0.568,-21.18227256054858,7.310772789929018,-2.301797214515214,0.04053471356310778,-2.301797214515214,0.04053471356310778,1.03717261413047,0.2243203041454613
0.57,-21.02350654165816,7.232244985359337,-2.344003438412784,0.05507790246258574,-2.344003438412784,0.05507790246258574,1.032526753480845,0.2244159457682687
0.572,-20.86187173956388,7.152583217002378,-2.385889257347905,0.06946289966572503,-2.385889257347905,0.06946289966572503,1.02779680012497,0.2245405158314901
0.574,-20.69739868766528,7.071803542979612,-2.427448966149006,0.08368745429552248,-2.427448966149006,0.08368745429552248,1.022983400935924,0.2246936955581953
0.576,-20.53011831213491,6.989922168479479,-2.468676921848911,0.0977493481322439,-2.468676921848911,0.0977493481322439,1.018087214271193,0.2248751616484478
0.578,-20.36006186964719,6.90695542203875,-2.509567534775022,0.1116463908266934,-2.509567534775022,0.1116463908266934,1.013108908178616,0.2250845869986869
0.58,-20.18726097000688,6.822919763071096,-2.55011527418861,0.1253764227390189,-2.55011527418861,0.1253764227390189,1.008049161110188,0.2253216404385271
0.582,-20.0117477125699,6.737831831276881,-2.590314693424537,0.1389373279981662,-2.590314693424537,0.1389373279981662,1.002908665997174,0.225585985150583
0.584,-19.83355450947063,6.651708380782281,-2.630160401359472,0.1523270194308,-2.630160401359472,0.1523270194308,0.9976881250737891,0.2258772807150342
0.586,-19.65271413530349,6.564566297624784,-2.669647072687252,0.1655434438299926,-2.669647072687252,0.1655434438299926,0.9923882513901273,0.2261951825333235
0.588,-19.46925972181091,6.476422596998274,-2.708769448770044,0.1785845822844533,-2.708769448770044,0.1785845822844533,0.9870097687006236,0.2265393418883271
0.59,-19.28322473626709,6.387294414739253,-2.747522335163991,0.1914484488001138,-2.747522335163991,0.1914484488001138,0.9815534108570997,0.2269094061934943
0.592,-19.09464288505918,6.29719897239165,-2.785900583887501,0.2041330810870632,-2.785900583887501,0.2041330810870632,0.9760199189288639,0.2273050201089924
0.594,-18.90354837982936,6.206153670333618,-2.823899149640439,0.2166365693202391,-2.823899149640439,0.2166365693202391,0.9704100493395661,0.2277258224555771
0.596,-18.70997569699882,6.114176001959191,-2.861513042689332,0.2289570318381655,-2.861513042689332,0.2289570318381655,0.9647245666099827,0.2281714490004346
0.598,-18.51395963860963,6.021283574289907,-2.898737343211823,0.2410926224009858,-2.898737343211823,0.2410926224009858,0.9589642452566296,0.228641531750592
0.6,-18.31553532667476,5.927494105100582,-2.935567202078945,0.253041530484322,-2.935567202078945,0.253041530484322,0.9531298696699594,0.2291356990169998
0.602,-18.11473819752833,5.832825420045118,-2.971997841637398,0.2648019815731352,-2.971997841637398,0.2648019815731352,0.9472222339925641,0.2296535754786154
0.604,-17.91160389014777,5.737295414285968,-3.008024530570378,0.2763722243848757,-3.008024530570378,0.2763722243848757,0.9412421386640309,0.2301947834776528
0.606,-17.70616846579078,5.640922125042001,-3.043642639757399,0.287750558935818,-3.043642639757399,0.287750558935818,0.9351903973817858,0.2307589404676989
0.608,-17.49846825550921,5.543723679556075,-3.078847607158417,0.2989353187335223,-3.078847607158417,0.2989353187335223,0.9290678323630058,0.2313456607828174
0.61,-17.28853986611749,5.445718296110424,-3.113634941436504,0.309924872502949,-3.113634941436504,0.309924872502949,0.9228752745880776,0.2319545555667244
0.612,-17.07642018590374,5.346924284955888,-3.148000225517629,0.3207176258808568,-3.148000225517629,0.3207176258808568,0.9166135640359685,0.2325852327049508
0.614,-16.86214637868193,5.247360045337923,-3.181939117300069,0.3313120216729207,-3.181939117300069,0.3313120216729207,0.9102835495530559,0.2332372968923858
0.616,-16.64575582091571,5.147044044824982,-3.215447333455093,0.3417065317241724,-3.215447333455093,0.3417065317241724,0.9038860868545292,0.2339103503634259
0.618,-16.42728617364658,5.045994840544322,-3.248520673266981,0.351899668648834,-3.248520673266981,0.351899668648834,0.8974220409478043,0.2346039920530956
0.62,-16.2067753987015,4.944231083095616,-3.281155025923041,0.3618899893513956,-3.281155025923041,0.3618899893513956,0.8908922867281257,0.2353178174067179
0.622,-15.98426167744128,4.841771490166842,-3.313346348856432,0.3716760841899741,-3.313346348856432,0.3716760841899741,0.8842977063771928,0.2360514193239391
0.624,-15.75978343311887,4.73863485236,-3.345090676863012,0.3812565814034968,-3.345090676863012,0.3812565814034968,0.8776391901605235,0.23680438789681
0.626,-15.53337932467433,4.634840030137178,-3.376384122734398,0.3906301473309466,-3.376384122734398,0.3906301473309466,0.8709176362878489,0.2375763104803216
0.628,-15.30508821760648,4.530405944389756,-3.407222869435135,0.3997954824997393,-3.407222869435135,0.3997954824997393,0.8641339499787618,0.2383667720306193
0.63,-15.07494916084563,4.425351568677037,-3.437603164493523,0.4087513187955074,-3.437603164493523,0.4087513187955074,0.8572890427364195,0.2391753553731415
0.632,-14.84300150240749,4.319695960071252,-3.467521365585447,0.4174964416407329,-3.467521365585447,0.4174964416407329,0.8503838364327694,0.2400016398502026
0.634,-14.60928476182649,4.213458222343007,-3.49697389640006,0.4260296683442052,-3.49697389640006,0.4260296683442052,0.8434192589613543,0.2408452028086769
0.636,-14.37383866010208,4.106657512964015,-3.525957260608157,0.4343498548348472,-3.525957260608157,0.4343498548348472,0.8363962453510695,0.2417056192483938
0.638,-14.13670311327871,3.999313039993347,-3.554468042415902,0.4424558958422103,-3.554468042415902,0.4424558958422103,0.8293157376191039,0.2425824618951852
0.64,-13.89791822437485,3.891444058584009,-3.582502906334651,0.4503467246994161,-3.582502906334651,0.4503467246994161,0.8221786845620992,0.2434753012933033
0.642,-13.65752420891202,3.783069852219076,-3.610058565422276,0.4580212979612395,-3.610058565422276,0.4580212979612395,0.8149860390624898,0.244383706676898
0.644,-13.41556155341064,3.674209767524773,-3.637131860143303,0.4654786332988144,-3.637131860143303,0.4654786332988144,0.807738764112923,0.2453072441081338
0.646,-13.1720708744818,3.564883180227552,-3.663719695064084,0.4727177789243385,-3.663719695064084,0.4727177789243385,0.800437827636384,0.2462454781281656
0.648,-12.92709294916956,3.455109500494864,-3.689819056862273,0.479737822178671,-3.689819056862273,0.479737822178671,0.7930842037148589,0.2471979713988577
0.65,-12.68066870835886,3.344908169781828,-3.715427014798812,0.4865378896724542,-3.715427014798812,0.4865378896724542,0.785678872435834,0.2481642847778524
0.652,-12.43283923018327,3.234298657677893,-3.740540721189907,0.4931171474272339,-3.740540721189907,0.4931171474272339,0.778222819738794,0.2491439773936362
0.654,-12.18364569520118,3.123300452998043,-3.765157387050635,0.4994747892189799,-3.765157387050635,0.4994747892189799,0.7707170356576352,0.2501366071726901
0.656,-11.93312945147484,3.011933071418988,-3.7892743291116,0.505610058835662,-3.7892743291116,0.505610058835662,0.7631625171742739,0.2511417300670569
0.658,-11.68133197746723,2.900216047732661,-3.812888950476557,0.511522240803261,-3.812888950476557,0.511522240803261,0.7555602667849997,0.2521589004901944
0.66,-11.42829486151349,2.78816893059486,-3.835998732043766,0.5172106562263381,-3.835998732043766,0.5172106562263381,0.7479112917622406,0.2531876715568392
0.662,-11.17405980426454,2.675811280732208,-3.858601238846066,0.522674665717479,-3.858601238846066,0.522674665717479,0.7402166043801822,0.2542275950512256
0.664,-10.91866861196618,2.563162667769419,-3.880694120439219,0.5279136694986706,-3.880694120439219,0.5279136694986706,0.7324772217558623,0.2552782215036762
0.666,-10.66216317518024,2.450242667172646,-3.902275096763981,0.5329271006893896,-3.902275096763981,0.5329271006893896,0.7246941649477181,0.2563391004420119
0.668,-10.40458547349978,2.337070856985585,-3.923341969945816,0.5377144307602852,-3.923341969945816,0.5377144307602852,0.7168684593800027,0.2574097803308086
0.67,-10.14597759433923,2.223666814453361,-3.943892650139021,0.5422751815741578,-3.943892650139021,0.5422751815741578,0.7090011359851184,0.2584898083416342
0.672,-9.886381690951303,2.11005011313093,-3.963925120729508,0.5466089089841543,-3.963925120729508,0.5466089089841543,0.7010932292461105,0.2595787308530874
0.674,-9.625839987298507,1.996240319617947,-3.983437450290363,0.5507152083605568,-3.983437450290363,0.5507152083605568,0.6931457776290515,0.26067609338818
0.676,-9.364394771246875,1.882256990386707,-4.002427792885191,0.5545937146522951,-4.002427792885191,0.5545937146522951,0.6851598234197902,0.2617814406919495
0.678,-9.102088385108193,1.76811966991605,-4.020894382901573,0.5582440999151943,-4.020894382901573,0.5582440999151943,0.6771364123521002,0.2628943168424065
0.68,-8.838963209715347,1.653847892010095,-4.038835516544692,0.5616660646621671,-4.038835516544692,0.5616660646621671,0.6690765927270946,0.2640142654427755
0.682,-8.575061688448688,1.539461161441385,-4.056249615742402,0.5648593673805224,-4.056249615742402,0.5648593673805224,0.6609814176755191,0.2651408293115136
0.684,-8.310426292908751,1.42497896433282,-4.073135171677665,0.5678237983012279,-4.073135171677665,0.5678237983012279,0.6528519428294615,0.2662735509058906
0.686,-8.045099523955409,1.310420761121841,-4.08949076127529,0.5705591869554276,-4.08949076127529,0.5705591869554276,0.6446892267762797,0.267411972300979
0.688,-7.77912390486015,1.195805983408884,-4.105315047419512,0.573065402196228,-4.105315047419512,0.573065402196228,0.6364943308920813,0.2685556352677897
0.69,-7.51254197445826,1.08115403080578,-4.120606779171546,0.5753423522204844,-4.120606779171546,0.5753423522204844,0.6282683191751998,0.2697040813514079
0.692,-7.245396280944277,0.9664842829093637,-4.13536475937225,0.5773899696734771,-4.13536475937225,0.5773899696734771,0.6200122572486882,0.270856851958974
0.694,-6.977729373607319,0.851816062825908,-4.149587916717513,0.5792082445363772,-4.149587916717513,0.5792082445363772,0.6117272140246472,0.2720134884161285
0.696,-6.709583796992336,0.737168657751534,-4.163275254801587,0.5807972007424234,-4.163275254801587,0.5807972007424234,0.6034142602338443,0.2731735320605955
0.698,-6.441002083886233,0.6225613119115041,-4.176425860764151,0.5821569000541216,-4.176425860764151,0.5821569000541216,0.5950744684739688,0.2743365243177736
0.7,-6.172026748427277,0.5080132224019747,-4.189038907678598,0.583287443077853,-4.189038907678598,0.583287443077853,0.5867089130984168,0.2755020067782167
0.702,-5.902700279259063,0.3935435360783353,-4.201113654683562,0.5841889692463103,-4.201113654683562,0.5841889692463103,0.5783186700475778,0.276669521275796
0.704,-5.633065143410557,0.2791713606496095,-4.212649426403915,0.5848616474463296,-4.212649426403915,0.5848616474463296,0.5699048164113178,0.2778386098536568
0.706,-5.363163763005585,0.1649157397870901,-4.223645644834164,0.585305690343121,-4.223645644834164,0.585305690343121,0.5614684306723765,0.2790088150144046
0.708,-5.09303850839142,0.05079564997908026,-4.234101829518976,0.5855213543848281,-4.234101829518976,0.5855213543848281,0.5530105925382892,0.280179679798532
0.71,-4.822731702133323,-0.06316998822309006,-4.244017576753136,0.5855089303305279,-4.244017576753136,0.5855089303305279,0.5445323825010021,0.2813507477491783
0.712,-4.552285607746255,-0.1769623191736645,-4.25339256825168,0.5852687470894087,-4.25339256825168,0.5852687470894087,0.5360348817789807,0.2825215630365516
0.714,-4.281742422893294,-0.2905625551852934,-4.262226571195679,0.5848011716644793,-4.262226571195679,0.5848011716644793,0.5275191721473854,0.2836916705356264
0.716,-4.011144283258647,-0.4039519700416099,-4.270519427772527,0.5841066044108818,-4.270519427772527,0.5841066044108818,0.5189863357632138,0.2848606157868374
0.718,-3.740533257667934,-0.5171119003324263,-4.278271053330305,0.5831854781360379,-4.278271053330305,0.5831854781360379,0.5104374549945708,0.2860279450527125
0.72,-3.469951298471228,-0.6300237867718484,-4.285481478560218,0.5820382768360582,-4.285481478560218,0.5820382768360582,0.501873612271015,0.2871932058648562
0.722,-3.199440280030533,-0.7426691367749473,-4.292150804971136,0.5806655157609314,-4.292150804971136,0.5806655157609314,0.4932958898923937,0.2883559466052458
0.724,-2.929041978134569,-0.8550295398293843,-4.298279218500464,0.5790677474081809,-4.298279218500464,0.5790677474081809,0.4847053698655113,0.2895157167350061
0.726,-2.658798063283435,-0.9670866704711314,-4.303866989475004,0.5772455614286989,-4.303866989475004,0.5772455614286989,0.4761031337342627,0.2906720668711613
0.728,-2.388750097017337,-1.078822288991816,-4.308914470569909,0.57519958365127,-4.308914470569909,0.57519958365127,0.467490262434148,0.2918245488294962
0.73,-2.11893956953125,-1.190218211380684,-4.3134220676164,0.5729304631542591,-4.3134220676164,0.5729304631542591,0.4588678364774788,0.2929727152077851
0.732,-1.849407778449311,-1.301256397630913,-4.317390314869066,0.5704389053237453,-4.317390314869066,0.5704389053237453,0.4502369348663135,0.2941161207373784
0.734,-1.580195917420803,-1.411918883691378,-4.320819812286255,0.5677256441654041,-4.320819812286255,0.5677256441654041,0.4415986356860094,0.2952543212988591
0.736,-1.311345043089444,-1.522187804052034,-4.32371124279696,0.5647914498290042,-4.32371124279696,0.5647914498290042,0.432954015724577,0.2963868742917615
0.738,-1.042896068505124,-1.632045394624936,-4.326065372178094,0.5616371284774461,-4.326065372178094,0.5616371284774461,0.4243041503038312,0.2975133387099078
0.74,-0.7748897565356374,-1.741473995625268,-4.327883048931794,0.5582635221558008,-4.327883048931794,0.5582635221558008,0.4156501131105421,0.2986332752167445
0.742,-0.5073667663805587,-1.850456018915397,-4.329165178106224,0.5546714973434789,-4.329165178106224,0.5546714973434789,0.4069929766832068,0.2997462456248283
0.744,-0.2403675419300827,-1.958974021189334,-4.329912772720855,0.5508619672116413,-4.329912772720855,0.5508619672116413,0.3983338109461753,0.3008518141499451
0.746,0.02606763953471453,-2.067010669853607,-4.33012692651443,0.5468358797094058,-4.33012692651443,0.5468358797094058,0.3896736837234158,0.3019495468660629
0.748,0.2918986650006555,-2.174548739932507,-4.329808809440701,0.5425942155298862,-4.329808809440701,0.5425942155298862,0.3810136606799131,0.3030390116804717
0.75,0.5570856020203441,-2.281571123446982,-4.328959672310075,0.5381379900484947,-4.328959672310075,0.5381379900484947,0.3723548050329404,0.3041197785180698
