"time","A","T0","T_inf","c_p","h","m","der(T)","T"
0.82,1,100,25,4200,767,1,-11.79157228324136,89.56923544930078
0.822,1,100,25,4200,767,1,-11.78726634811765,89.545656665051
0.824,1,100,25,4200,767,1,-11.78296198382809,89.5220864825006
0.826,1,100,25,4200,767,1,-11.7786591897671,89.49852489833354
0.828,1,100,25,4200,767,1,-11.77435796532913,89.47497190923384
0.83,1,100,25,4200,767,1,-11.7700583099086,89.45142751188546
0.832,1,100,25,4200,767,1,-11.76576022289996,89.4278917029724
0.834,1,100,25,4200,767,1,-11.76146370369763,89.40436447917865
0.836,1,100,25,4200,767,1,-11.75716875169603,89.38084583718819
0.838,1,100,25,4200,767,1,-11.75287536628962,89.35733577368502
0.84,1,100,25,4200,767,1,-11.74858354687282,89.33383428535313
0.842,1,100,25,4200,767,1,-11.74429329284006,89.31034136887648
0.844,1,100,25,4200,767,1,-11.74000460358578,89.28685702093908
0.846,1,100,25,4200,767,1,-11.73571747850441,89.26338123822491
0.848,1,100,25,4200,767,1,-11.73143191699038,89.23991401741797
0.85,1,100,25,4200,767,1,-11.72714791843812,89.21645535520221
0.852,1,100,25,4200,767,1,-11.72286548224207,89.19300524826167
0.854,1,100,25,4200,767,1,-11.71858460779667,89.16956369328031
0.856,1,100,25,4200,767,1,-11.71430529449633,89.1461306869421
0.858,1,100,25,4200,767,1,-11.71002754173551,89.12270622593107
0.86,1,100,25,4200,767,1,-11.70575134890863,89.0992903069312
0.862,1,100,25,4200,767,1,-11.70147671541011,89.07588292662642
0.864,1,100,25,4200,767,1,-11.6972036406344,89.05248408170078
0.866,1,100,25,4200,767,1,-11.69293212397594,89.02909376883827
0.868,1,100,25,4200,767,1,-11.68866216482914,89.00571198472281
0.87,1,100,25,4200,767,1,-11.68439376258845,88.98233872603846
0.872,1,100,25,4200,767,1,-11.68012692364987,88.95897402780895
0.874,1,100,25,4200,767,1,-11.6758616720622,88.93561802172263
0.876,1,100,25,4200,767,1,-11.67159797750158,88.91227054172965
0.878,1,100,25,4200,767,1,-11.66733583939465,88.88893158469041
0.88,1,100,25,4200,767,1,-11.66307525716805,88.86560114746518
0.882,1,100,25,4200,767,1,-11.6588162302484,88.84227922691433
0.884,1,100,25,4200,767,1,-11.65455875806236,88.81896581989817
0.886,1,100,25,4200,767,1,-11.65030284003654,88.79566092327703
0.888,1,100,25,4200,767,1,-11.6460484755976,88.77236453391126
0.89,1,100,25,4200,767,1,-11.64179566417217,88.74907664866114
0.892,1,100,25,4200,767,1,-11.63754440518687,88.72579726438705
0.894,1,100,25,4200,767,1,-11.63329469806837,88.70252637794933
0.896,1,100,25,4200,767,1,-11.62904654224327,88.67926398620824
0.898,1,100,25,4200,767,1,-11.62479993713822,88.65601008602418
0.9,1,100,25,4200,767,1,-11.62055488217987,88.63276467425744
0.902,1,100,25,4200,767,1,-11.61631137679485,88.60952774776838
0.904,1,100,25,4200,767,1,-11.61206942040978,88.58629930341729
0.906,1,100,25,4200,767,1,-11.60782901245131,88.56307933806454
0.908,1,100,25,4200,767,1,-11.60359015234607,88.53986784857042
0.91,1,100,25,4200,767,1,-11.59935283952071,88.5166648317953
0.912,1,100,25,4200,767,1,-11.59511707340186,88.49347028459947
0.914,1,100,25,4200,767,1,-11.59088285341615,88.47028420384331
0.916,1,100,25,4200,767,1,-11.58665017899022,88.44710658638711
0.918,1,100,25,4200,767,1,-11.5824190495507,88.4239374290912
0.92,1,100,25,4200,767,1,-11.57818946452424,88.40077672881591
0.922,1,100,25,4200,767,1,-11.57396142333747,88.37762448242158
0.924,1,100,25,4200,767,1,-11.56973492541702,88.35448068676857
0.926,1,100,25,4200,767,1,-11.56550997018954,88.33134533871717
0.928,1,100,25,4200,767,1,-11.56128655708165,88.3082184351277
0.93,1,100,25,4200,767,1,-11.55706468552,88.28509997286051
0.932,1,100,25,4200,767,1,-11.55284435493122,88.26198994877593
0.934,1,100,25,4200,767,1,-11.54862556474195,88.23888835973429
0.936,1,100,25,4200,767,1,-11.54440831437883,88.21579520259593
0.938,1,100,25,4200,767,1,-11.54019260326849,88.19271047422117
0.94,1,100,25,4200,767,1,-11.53597843083756,88.16963417147032
0.942,1,100,25,4200,767,1,-11.53176579651268,88.14656629120373
0.944,1,100,25,4200,767,1,-11.5275546997205,88.12350683028173
0.946,1,100,25,4200,767,1,-11.52334513988764,88.10045578556463
0.948,1,100,25,4200,767,1,-11.51913711644074,88.07741315391279
0.95,1,100,25,4200,767,1,-11.51493062880645,88.05437893218655
0.952,1,100,25,4200,767,1,-11.51072567641139,88.03135311724618
0.954,1,100,25,4200,767,1,-11.5065222586822,88.00833570595206
0.956,1,100,25,4200,767,1,-11.50232037504552,87.98532669516449
0.958,1,100,25,4200,767,1,-11.49812002492798,87.96232608174383
0.96,1,100,25,4200,767,1,-11.49392120775622,87.93933386255038
0.962,1,100,25,4200,767,1,-11.48972392295689,87.91635003444451
0.964,1,100,25,4200,767,1,-11.48552816995661,87.8933745942865
0.966,1,100,25,4200,767,1,-11.48133394818201,87.8704075389367
0.968,1,100,25,4200,767,1,-11.47714125705975,87.84744886525546
0.97,1,100,25,4200,767,1,-11.47295009601644,87.82449857010307
0.972,1,100,25,4200,767,1,-11.46876046447874,87.8015566503399
0.974,1,100,25,4200,767,1,-11.46457236187327,87.77862310282626
0.976,1,100,25,4200,767,1,-11.46038578762668,87.75569792442251
0.978,1,100,25,4200,767,1,-11.45620074116559,87.73278111198891
0.98,1,100,25,4200,767,1,-11.45201722191665,87.70987266238583
0.982,1,100,25,4200,767,1,-11.44783522930649,87.68697257247362
0.984,1,100,25,4200,767,1,-11.44365476276175,87.66408083911259
0.986,1,100,25,4200,767,1,-11.43947582170907,87.64119745916307
0.988,1,100,25,4200,767,1,-11.43529840557507,87.6183224294854
0.99,1,100,25,4200,767,1,-11.43112251667126,87.59545576273703
0.992,1,100,25,4200,767,1,-11.42694816331449,87.57259750446006
0.994,1,100,25,4200,767,1,-11.4227753340584,87.5497475919756
0.996,1,100,25,4200,767,1,-11.4186040283543,87.52690602227909
0.998,1,100,25,4200,767,1,-11.41443424565378,87.5040727923675
1,1,100,25,4200,767,1,-11.4102659854087,87.48124789923928
1,1,100,25,4200,767,1,-11.4102659854087,87.48124789923928
