"time","Inductance1.v","SaturatingInductance1.v","SineVoltage1.v"
0.964,0.7127983004793976,0.7127983004793976,0.7127983004793976
0.966,0.7107431785308933,0.7107431785308933,0.7107431785308933
0.968,0.7086852136106231,0.7086852136106231,0.7086852136106231
0.97,0.7066244139504428,0.7066244139504428,0.7066244139504428
0.972,0.7045607877935494,0.7045607877935494,0.7045607877935494
0.974,0.7024943433944436,0.7024943433944436,0.7024943433944436
0.976,0.7004250890189014,0.7004250890189014,0.7004250890189014
0.978,0.6983530329439367,0.6983530329439367,0.6983530329439367
0.98,0.6962781834577716,0.6962781834577716,0.6962781834577716
0.982,0.6942005488598008,0.6942005488598008,0.6942005488598008
0.984,0.6921201374605606,0.6921201374605606,0.6921201374605606
0.986,0.6900369575816928,0.6900369575816928,0.6900369575816928
0.988,0.6879510175559154,0.6879510175559154,0.6879510175559154
0.99,0.6858623257269842,0.6858623257269842,0.6858623257269842
0.992,0.6837708904496653,0.6837708904496653,0.6837708904496653
0.994,0.6816767200896958,0.6816767200896958,0.6816767200896958
0.996,0.6795798230237554,0.6795798230237554,0.6795798230237554
0.998,0.6774802076394284,0.6774802076394284,0.6774802076394284
1,0.6753778823351747,0.6753778823351747,0.6753778823351747
1,0.6753778823351747,0.6753778823351747,0.6753778823351747
