"time","i_C","i_L","i_R"
0.892,0.003637875633783705,0.2459855714721213,0.2423476958383376
0.894,0.003094103708716017,0.2455091111561792,0.2424150074474632
0.896,0.002548859929709435,0.2450202793840284,0.242471419454319
0.898,0.002004326857633576,0.244521258281539,0.2425169314239055
0.9,0.00146264178915903,0.2440142247036092,0.2425515829144502
0.902,0.0009259056029818358,0.2435013468057385,0.2425754412027567
0.904,0.000396136383057355,0.2429847685301887,0.2425886321471314
0.906,-0.000124713839822127,0.2424666049789078,0.24259131881873
0.908,-0.0006347423601037183,0.2419489470825647,0.2425836894426684
0.91,-0.001132153778030109,0.241433829346747,0.2425659831247771
0.912,-0.001615237835923711,0.2409232353061901,0.2425384731421138
0.914,-0.002082350600761923,0.2404191063665676,0.2425014569673295
0.916,-0.002531962633492507,0.2399233078286549,0.2424552704621474
0.918,-0.002962652639524277,0.2394376291172281,0.2424002817567524
0.92,-0.003373079285753949,0.2389638007111614,0.2423368799969153
0.922,-0.003762015170758692,0.2385034664420826,0.2422654816128413
0.924,-0.004128360878320858,0.2380581700691729,0.2421865309474938
0.926,-0.004471107585785478,0.237629381508051,0.2421004890938365
0.928,-0.00478935446119344,0.2372184804623792,0.2420078349235726
0.93,-0.005082343476922241,0.2368267253527774,0.2419090688296996
0.932,-0.005349414245250067,0.2364552885931001,0.2418047028383502
0.934,-0.005590005045654767,0.2361052538320064,0.2416952588776612
0.936,-0.005803705541915505,0.2357775669688917,0.2415812725108072
0.938,-0.005990206148128618,0.2354730790886939,0.2414632852368225
0.94,-0.006149284809421757,0.2351925572984728,0.2413418421078946
0.942,-0.00628087261497004,0.2349366204199035,0.2412174930348736
0.944,-0.006385000460099349,0.2347057874163685,0.2410907878764678
0.946,-0.006461774962016553,0.2345005000781099,0.2409622750401265
0.948,-0.006511450826810206,0.2343210479123251,0.2408324987391353
0.95,-0.006534377669305563,0.2341676194781032,0.2407019971474088
0.952,-0.00653096908698142,0.2340403340181345,0.240571303105116
0.954,-0.006501775404244653,0.2339391611009069,0.2404409365051516
0.956,-0.006447431893193856,0.2338639738103444,0.2403114057035382
0.958,-0.006368632184657164,0.2338145777068988,0.240183209891556
0.96,-0.00626618141389268,0.2337906472148527,0.2400568286287453
0.962,-0.006140961861156063,0.2337917626186563,0.2399327244798124
0.964,-0.005993908931622632,0.233817437568195,0.2398113464998176
0.966,-0.005826038327920502,0.2338670824317072,0.2396931207596277
0.968,-0.00563843487753421,0.2339400154177716,0.2395784502953058
0.97,-0.00543222683111122,0.2340354939681389,0.2394677207992502
0.972,-0.005208595801496602,0.2341526978809738,0.2393612936824704
0.974,-0.004968778847329658,0.2342907229428532,0.2392595017901829
0.976,-0.004714044412495566,0.2344486129943161,0.2391626574068117
0.978,-0.004445691867114049,0.2346253568761353,0.2390710487432494
0.98,-0.004165057961474622,0.2348198729687022,0.2389849309301768
0.982,-0.003873497113236063,0.2350310389977642,0.2389045361110002
0.984,-0.003572376560376317,0.2352576970277553,0.2388300735881317
0.986,-0.003263079964264642,0.2354986364856219,0.2387617164498866
0.988,-0.002946993974299317,0.2357526193081323,0.2386996132824316
0.99,-0.002625503849116279,0.2360183878469888,0.2386438916961051
0.992,-0.002299988993936047,0.2362946525544289,0.238594641548365
0.994,-0.001971816897867684,0.2365801107591596,0.2385519276570273
0.996,-0.001642342761525972,0.2368734533032992,0.2385157960648252
0.998,-0.001312893853620961,0.2371733613352808,0.2384862551889018
1,-0.0009847711118460556,0.2374785177461041,0.2384632888579502
1,-0.0009847711118460556,0.2374785177461041,0.2384632888579502
