"time","e","next_time","x","y"
0.832,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.834,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.836,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.838,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.84,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.842,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.844,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.846,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.848,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.85,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.852,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.854,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.856,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.858,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.86,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.862,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.864,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.866,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.868,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.87,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.872,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.874,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.876,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.878,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.88,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.882,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.884,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.886,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.888,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.89,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.892,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.894,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.896,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.898,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.9,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.9,0.0999999998193235,0.8999999999999999,0.8999999999999999,0.8000000001806764
0.9,0.0999999998193235,0.8999999999999999,0.8999999999999999,0.8000000001806764
0.9,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.902,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.904,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.906,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.908,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.91,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.912,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.914,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.916,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.918,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.92,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.922,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.924,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.926,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.928,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.93,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.932,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.934,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.936,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.938,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.94,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.942,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.944,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.946,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.948,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.95,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.952,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.954,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.956,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.958,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.96,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.962,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.964,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.966,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.968,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.97,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.972,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.974,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.976,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.978,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.98,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.982,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.984,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.986,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.988,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.99,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.992,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.994,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.996,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
0.998,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
1,-1.909210567418995e-10,0.9999999999999999,0.8999999999999999,0.900000000190921
1,0.09999999980907892,0.9999999999999999,0.9999999999999999,0.900000000190921
1,0.09999999980907892,0.9999999999999999,0.9999999999999999,0.900000000190921
1,-2.002346066731775e-10,1.1,0.9999999999999999,1.000000000200234
1,-2.002346066731775e-10,1.1,0.9999999999999999,1.000000000200234
