"time","controller.measured","controller.setpoint","controller.command"
0.976,-0.005259949888335514,0,0.001352300473822215
0.978,-0.005259949888335514,0,0.00200304785452831
0.98,-0.005259949888335514,0,0.002612743461145525
0.98,-0.004781609913332639,0,-0.018434215438981
0.982,-0.004781609913332639,0,-0.001379111095383107
0.984,-0.004781609913332639,0,0.001440442223193884
0.986,-0.004781609913332639,0,0.002286379320046654
0.988,-0.004781609913332639,0,0.002879153982134456
0.99,-0.004781609913332639,0,0.003432334416123849
0.99,-0.004339799566885636,0,-0.01600732082754428
0.992,-0.004339799566885636,0,-0.0002652038501473972
0.994,-0.004339799566885636,0,0.002329238982356523
0.996,-0.004339799566885636,0,0.003109701559605313
0.998,-0.004339799566885636,0,0.003642437469550374
1,-0.004339799566885636,0,0.004144558927206809
1,-0.003921401689935734,1,3.985735052341412
1,-0.003921401689935734,1,3.985735052341412
